comment,True_Label,Predict
Thời gian giao hàng rất nhanh.,4,5
"Áo mặc rất ấm áp, lên dáng đẹp.",5,5
"Áo đẹp, giá cả phải chăng.",4,4
Thời gian giao hàng rất nhanh.Sp giống hình.,5,5
Nhưng chất liệu vãi oke vừa đúng với giá cả.,3,3
nặg 47kg và cao 1m6.,3,3
Dùng ok.,5,5
Áo đẹp nhưng đặt quần đỏ 3 sọc shop ship thành quần đen 3 sọc đỏ :))).,4,4
Áo vải kh đc đệp.,3,3
"Đầm xinh lắm 😍, vải ok, giá lại rẻ đáng mua nha mng, không phải phân vân nữa ạ👍.",5,5
"Như vậy là quá tốt trong tầm giá, ko thể mong nó thông minh như các dòng dắt tiền được.",5,5
Tạm chấp nhận được.,3,3
"Giờ rảnh mới có time đánh giá sh , sh cskh nhiệt tình quá mức quy định hà , sp đẹp như sh mô tả , đóng gói sp ok , 🎖.",5,5
Như áo ba mình mặc.,3,5
Ko pit sao con e lai bi bón😔.,3,3
Mình cao 1m7. 55kg vừa in size L.,4,4
Thời gian giao hàng rất nhanh.,5,5
"Đẹp, tốt, đóng gói kỹ lưỡng, mọi người hãy tin dùng.",5,5
Vải rất mịn.,5,5
Túi đẹp chắc chắn rất ưng ý.,5,5
"Shop gói hàng xấu quá nên hỏng hết dáng túi, bị gập.",2,2
Chủ shop nhiệt tình.,5,5
Rất đáng tiền!!!,5,5
Chất lượng sản phẩm tốt.,3,5
Chất lượng sản phẩm kém.,1,1
Vải mềm và đẹp lắm.,5,5
Order shop ban lúc nào cũg ưng ý quá e chừg.,5,5
Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn Đáng đồng tiền.,5,5
Hàng giống ảnh thật shop đưa 70%.,4,5
Hahaha ko dám nhìn lại cái quần luôn Chất lượng sản phẩm rất kém.,1,1
Mong lần sau shop sẽ uy tín hơn!,2,2
Áo đẹp nhưng có điều tay hơi ngắn so với hình.,4,4
Rất đáng tiền.,4,5
Áo k như ảnh.,2,2
"chị chủ rất rất tuyệt, đồ đẹp, chất xịn, cảm ơn chị ❤️.",5,5
Size áo ko đúng lắm.,3,3
So với giá tiền chất lượng quá là ok luôn.,5,5
"Form đẹp, vải nỉ nhưng bận không bị nóng.",4,4
"Chất lượng sản phẩm tuyệt vời Nên mua shop rất nhiệt tình, dễ thương.",5,5
Hàng đẹp lắm ạ.,4,5
Đặt màu đỏ thì lại về màu đen gọi điện cho shop thì shop bảo gửi hình gửi hình xong cũng k giải thích j cho mk cả.,3,3
Giày nhìn chuẩn đẹp!,5,5
Vải cổ áo bị dúm.,1,1
Chất lượng sản phẩm tuyệt vời Va Thời gian giao hàng rất nhanh.,5,5
Vãi hợp vs giá tiền nhưng áo mìh nhận đc đã pị rách thất vọg.,3,3
"Mình thuộc dạng gầy nhưng không bị rộng mà khá thoải mái, mỗi tội hơi ngắn và có mùi gì hơi khó chịu.",4,4
Nàng nào phẳng phiu mặc đẹp.,4,4
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Shop phục vụ tạm được Giá cả chấp nhận được Thời gian giao hàng nhanh.,4,5
"Chất không phải cotton 100% , mặc mùa hè sẽ nóng, m 58kg mua size XL thấy to, các bạn 60kg mặc L vẫn vừa, với giá thì hàng vẫn ok m vẫn cho 5 ☆.",5,5
Áo đẹp lắm a Mn nên mua.,5,5
"Vãi đẹp, dáng váy đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.",5,5
Thiếu nhiều miếng dán.,2,5
San phẩm không giong với Hinh.,1,1
áo đẹp lắm luôn í.,5,5
"Hàng i hình luôn, đẹp cực kì, shop giao hàng nhanh nữa 😗😗😗hihi áo đẹp quá e phải sửa lại fb nè, áo đẹp quá shop.",4,4
Mỏng tang.,2,5
Áo mình đặt màu đen nhưng lại giao màu trắng cho mình.,1,1
Áo đẹp hơn mong đợi.,3,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Áo rất đẹp sẽ ủng hộ shop dài dài 👍🏻Mk ở Bắc mà 2 ngày đã nhận đc hàng.,5,5
"Chất đẹp, giá hợp lí.",5,5
Thường khi mua đôi này size 39 vừa y với chân luôn.. nhưng hôm nay size giày 39 mà như size 40.. quá rộng luôn... bạn nào muốn mua giày nhớ hỏi shop chiều dài của giày nha.,1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.nhưng phom hơi to.bạn nào đặt thì lùi lại 1 size nhé.,5,5
Chất lượng ok.,5,5
Mẫu mã đẹp.,4,4
Mấy ngày đầu còn thấy chữ đánh giá và hoàn tiền .,3,3
"Nói chung mình mua 4 món đều hài lòng cả 4, cảm ơn shop nhé!",4,4
Hàng luôn chất lượng và giá cả luôn cạnh tranh.,5,5
Siêu lẹ :).,4,5
Đẹp lắm❤️.,5,5
"Áo đẹp, chất ok, vận chuyển nhanh, được tặng kèm gương.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn.chất cũng bt.,3,5
Đẹp y hình 😍.,5,5
"Mình 50kg bầu 4 tháng mua size 2XL mà mặc vừa zin,dáng quần đẹp,mấy nữa bụng to tí phải mua size to hơn thôi :).",3,3
Hài lòng !,5,5
Rất vừa vặn ko chê đâu được.,5,5
Với số tiền này sản phẩm ổn.,4,4
Vai tho cai trang mac vua cai den nho xju mau trang nhjh do.,1,1
"Áo đẹp, chủ shop dễ thương ~~ <3.",4,5
giao hàng rất nhanh=]].,5,5
Mình mua thử nhiều sp của shop và chất lượng đều rất tốt.,5,5
"Bán hàng đẹp mà rẻ quá, lại còn kèm quà tặng nữa chớ.",5,5
Thời gian giao hàng rất nhanh.,5,5
Phù hợp giá tiền.,5,5
Bánh ngon.,3,3
"Chất lượng sản phẩm tuyệt vời,tuyet voi.",5,5
"chất lượng sản phẩm tốt...shop rất nhiệt tình,giao hàng nhanh ///c.ơn shop.",5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt.,5,5
San Pham xau may bi Loi ko mac dk.,1,1
Việc còn lại của mình là mài dũa cho hợp với đàn.,4,4
Lay nhầm màu cho minh.,3,3
Đóng gói sản phẩm rất đẹp và chắc chắn.,4,5
"Kem lâu khô và không có tác dụng, da mình nhạy cảm nên dùng thấy rát da.",3,3
Sẽ tiếp tục ủng hộ Cỏ ạ ❤❤.,4,5
Thời gian giao hàng rất nhanh.,5,5
Chất len k giống hình.,2,2
Form áo k được đẹp!,2,2
"Vải đẹp dáng đẹp, y hình , cảm ơn chị chủ shop.",4,4
Tai thỏ của shop cute ghê giao hàng nhanh và cẩn thận nữa.,5,5
Lần đầu đeo thấy ok lắm ạ lần 2 lấy cho khách tuyệt vời lắm 😍.,5,5
Có vẻ hơi mỏng manh.,3,3
Giá cả phù hợp với sản phẩm.,5,5
Vải mỏng Giá cả chấp nhận được.,3,3
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt.",5,5
"đóng gói tốt, mở ra thấy thơm nức nhưng k biết tại máy nhà m giặt thời gian lâu hay sao mà quần áo k thơm.",5,5
Để lại lưu ý màu xanh và đen thì lại gửi màu đỏ và ghi.,1,1
Hàng này chất vải k được tốt giặt đã phai ra rồi cái màu cam đất k được đẹp.,2,2
"Cứ tưởng áo vài, thi ra là thun lạnh.",2,2
Mềm mịn thoải mái.,5,5
",nhiệt tình.",5,5
"Áo đẹp , ấm , form còn rộng nữa 😍😍 Chị chủ shop nch nhiệt tình hihi ❤️.",5,5
"Nice style but the fabric is too hard and ửinkled,feel hot to wear it on.",3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
"Shop nhiệt tình, sẽ mua thêm lần nữa.",4,4
"Shop dễ thương, đồ đẹp.",4,4
Áo đẹp lắm shop👍👍👍.,4,4
"Mình mua hàng về xài, lắc bao nhiu cũng bị vón cục hết ak.",2,2
Chủ shop rất dễ thương và còn tặng thêm cột tóc.,5,5
"Shop phục vụ rất tốt, chủ shop nhiệt tình, vải 1 lớp nhưng vậy là phù hợp với giá tiền rồi, thời gian giao hàng rất nhanh =)).",5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
2 từ thôi: TUYỆT VỜI 🤩🤩🤩.,5,5
Mọi người yên tâm mua nhé.,5,5
Rất đáng tiền.,5,5
Quá rẻ.,5,5
Có quà có quà thích quá shop ơi ... tk shop.,5,5
Yên tâm mua hàng đi nè m.n.,3,3
Chất lượng tốt so với giá tiền.,3,5
Máy ồn hàng lắp ráp k chắc chắn.,1,1
Ship nhanh.,4,5
"Đóng gói sản phẩm kém, mở bao ra dính rách hết 2 miếng tả.",2,2
Đẹp lắm vừa ý ghê.,5,5
"Áo thun form đẹp, giá rẻ, chất lượng vải tốt.",5,5
Tìm hết cái áo cũng k thấy chỗ nào ghi size.,2,2
Goi hoi mềm.,3,3
Áo hơi mỏng nhưng giá như vậy là ổn rồi :).,3,3
K như ở cap ghi chất dày dặn nặng tay.,3,3
Hàng bao đẹp.,5,5
Thật lòng nhìn sản phẩm là ưng lắm shop nhé.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
San phẩm chek ma vach khong duoc.,2,2
"hợp với giá tiền, nhưng áo thun trắng vải khác và from nhỏ hơn so vs mình mua lần đầu nên hơi buồn.",2,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.. sản phẩm rất đẹp.,5,5
Tôi rất hài lòng vz sản phẩm này.,5,5
"Chất thấm hút tốt, màu k đẹp lắm.",4,4
"Giao hàng nhanh, ch dùng nên ch biết chất lượng như nào nhg nói chung là quá rẻ.",4,4
"Áo đẹp, dầy dặn, đúng mẫu.",4,4
Cho 3 sao vì đã nói trước là giúp mình cắt dây đeo là 6 6 rồi nhưng không cắt.,2,2
"San pham ko dc nhu y muon , minh ko nghĩ túi lại ko như trong hinh.",1,1
Chất lượng ok .,5,5
Chất nóng lắm shop ơi.,2,2
Chất lượng sản phẩm rất kém!,1,1
quần khá là rộng kh được như hình.,2,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền.,5,5
"Váy mặc lên rất đẹp, chất vải tuy hơi mỏng nhưng mình khá ưng.",4,4
Thời gian giao hàng rất nhanh 5*.,5,5
"Áo không giống hình, kh xẻ vạt mà cổ lại cao ☺.",1,1
"Đây là một sản phẩm rất hữu ích, chất lượng tốt so với giá bán, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền.",5,5
"Đẹp hơn mong đợi , quá ok luôn.",5,5
Sẽ ủng hộ shopp dài dàiiiii Chất lượng sản phẩm tuyệt vời.,5,5
Áo rẻ mà đẹp y hình 💓💓💓 Mong shop nhập thêm nhiều mẫu mới để ủng hộ tiếp.,5,5
Cảm ơn shop.,3,5
"Form cánh dơi nên to lắm nhé những dễ mặc, ai cũng mặc đc.",5,5
Giao hàng nhanh hơn dự kiến của mình.,5,5
"Áo đẹp, chất thoáng, k quá mỏng, rất đáng tiền.",5,5
Màu nâu y ảnh.,4,4
Shop nên để size khi đặt lựa chứ hàng về sz nhỏ mặc chật k thích lắm.,2,2
Vải đẹp.,4,5
"Chất tạm ổn, chỉ may lệch không chuyên chú vào chuyên môn.",3,3
Vải nóng.,2,2
"hàng đẹp, chất, rat vừa vặn thoải mái.",5,5
"Áo siu đẹp , vải mịn , đườg may chắc chắn, shop tư vấn siu nhiệt tình nữa 😊😊😘.",5,5
Giá ok lắm nha shop.,5,5
Giá cả chấp nhận được.,2,3
Túi đẹp hơn kỳ vọng nhưng phải dùng cẩn thận vì chất da lộn khó giữ sạch.,5,5
Vừa khít.,3,3
Quá xinh quá đẹp quá rẻ 😘.,4,5
Orthe nhưng cũng nha.,3,3
"Áo len dầy lắm a, dạo này Sài Gòn đang nắng không biết khi nào mới mặc được ạ..",5,5
"Túi rẻ đẹp, hàg vừa tới tay lại phải đặt thêm cái nữa.",4,4
"Đẹp xuất sắc, đã mua lần thứ 2 và vẫn thấy shop rất ok vẫn chuẩn hàng chất lượng.",5,5
Màu đánh lên rất đẹp .,5,5
Shop phục vụ rất kém Rất không đáng tiền.,1,1
"Chất vải hơi nóng nhưng bù lại kiểu dáng vẫn thoáng và mát, đường may chắc chắn.",5,5
Nhưng với giá vậy thì cũngđượcc.,4,5
Cho shop 10 *.,5,5
"Áo đẹp nhá, vải nỉ bông nữa chứ!",5,5
Hàng như hình 100% nhé cả nhà.,3,3
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, rất hài lòng sp của mình , sẽ ủng hộ Shop.",5,5
"Yêu cầu đổi trả Shop yêu cầu gửi ảnh, gửi cho r im lặng.",2,2
"Áo đẹp lắm ạ, màu như hình luôn, From chuẩn nữa.",5,5
Áo đẹp... vải mịn... rất tốt nè... sho shop 5* nhé... chỉ có điều shop rep hơi chậm thôi... shop cải thiện thêm nhia...!!!,4,4
Chất lượng sản phẩm tạm được.,4,3
Tuy nhiên mk ko thích quần chun lắm nhưng Shop phục vụ tốt chất liệu cũng Ok.,4,4
Tiếc là ko đặt thêm mấy chiếc.,5,5
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Quần hơi nhỏ so với miêu tả.,3,3
Chủ Shop gửi hàng nhanh ưng lắm.,4,4
Huhuhu đẹp lắm chị ơi.,5,5
Đã inbox shop giao màu xanh lại giao màu hồng.,1,1
- Yêu shop nhìu❤.,5,5
Rất ưng ý!!,4,5
Chất lượng sản phẩm tuyệt vời !,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,5,5
Shop phục vụ rất tốt .,5,5
Thời gian giao hàng oki.,4,5
"Áo màu đẹp,dáng đẹp,shop giao hàng siêu nhanh lun.thanks shop.",5,5
Nhất định sẽ mua thêm.,5,5
Màu y hình.,5,5
Chủ shop nói chiện dễ thương.,4,4
Mình mặc vừa luôn.,4,4
Quá đắc so với các shop khác.,2,2
Giá ổn mà chất quần không chê đâu được ạ hehe.,5,5
"Đóng gói sơ sài, giày gắn đá ở tất cả các quai, không giống trong ảnh (giày bích Phương không gắn đá).",3,3
Chất lượng sản phẩm tuyệt vời!,5,5
Gửi hàng ko có dây đeo chéo.,2,2
Chất lượng sản phẩm rất kém.,1,1
Mua về làm đồ trang trí thôi.,4,3
Chất lượng sp chưa thật sự đẹp nhe shop!,4,4
Sp dầy.,3,3
đóng gói sản phẩm rất chắc chắn và đẹp tuy nhiên hàng giao không đúng như hình chất lượng qua kém đặt hàng 10mm nhưng nhận hàng rất mỏng được 6mm.Không đúng như quảng cáo.không đáng tiền.,2,2
💥💥💥Giao hàng nhanh. 💥💥💥.,5,5
Tay dài.,4,5
Giày phom đẹp nhưng hơi dính bẩn.. chỉnh lý giày còn lem keo nhìu quá làm mất mỹ quan phần đế..giay màu trắng nên khó vệ sinh..,3,3
Hơi mỏng mà cx đc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,4,4
Giao hàng nhanh.,5,5
Giao hàng nhanh.,5,5
Mình rất hài lòng.,5,5
Vận chuyển siêu nhanh.,5,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
C.bạn nên mua nhé. ❤.,5,5
Giao hang nhanh.,4,5
Màu ko đc giống ảnh😔.,2,2
"Đóng gói sản phẩm dễ thuơng, giao nhanh.",5,5
Áo đẹp mùi hơi hắt màu đậm hơn so vs hình.,4,4
Shop lựa size cho khách hàng quá chuẩn ạ.,5,5
Chất lượng sản phẩm tốt Nhưng gửi nhầm mầu.,4,4
"Ngoài nhìn váy dài hơn, chất vải hơi mỏng hơn mình nghĩ, nhìn hình vải có vẻ dày và đứng dáng hơn chút, cơ mà lên ng thì vẫn rất tôn dáng.",2,2
Thời gian giao hàng rất nhanh.,5,5
Thời gian giao hàng quá lâu.,3,5
Giao hàng rất nhanh.,4,5
Nhận được sp khá ưng ý.,5,5
Thời gian giao hàng rất chậm Giá cả chấp nhận được.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,5,5
"Chất lượng sản phẩm tuyệt vời, shop phục vụ tốt, lần sau sẽ tiếp tục ủng hộ shop.",5,5
Chất lượng sp tốt.,5,3
Tuy nhiên chất liệu có hơi mỏng 1 xíu.,2,2
Thích nhất cách phục vụ của shop.,4,5
Chất lượng sản phẩm tạm ổn Thời gian giao hàng rất nhanh.,3,3
K giống mầu trong ảnh Đường may k đẹp lắm.,2,2
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.,4,5
"Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt, lấy hàng xog còn lại 1 thùng xốp to đùng :D.",5,5
Quần rất đẹp lại rẻ.,4,4
"Hàng đẹp, ảnh chụp ảo, hàng thật xấu hơn hình chụp.",1,1
In lem màu.,2,2
Giày đẹp.,5,5
Áo shop gửi này biết rẻ nhưng mới chứ đây như mặc lướt rồi ý .,4,4
Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Nhưng giá tiền đó thì tạm chấp nhận dc.,3,3
Sản phẩm nhìn đẹp nhưng chưa xài nên chưa biết chất lượng.,4,4
Chất vải dày dặn.,4,4
Thời gian giao hàng hơi chậm.,1,3
"Tạm được, thời gian giao hàng lâu.",3,3
"Giao hàng nhanh chóng, đóng gói sản phẩm rất đẹp và chắc chắn.",5,5
Sẽ ủng hộ shop dài dài.,5,5
Sai mẫu áo.,2,1
Áo sống kiểu gì được hơn gang tay.,1,1
